DataTableID,Code,Direction,Measured,Key_driver,Comment
1838,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1839,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1840,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1841,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1842,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1843,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1844,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1845,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1846,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1847,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1848,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1849,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1850,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1851,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1852,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1853,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1854,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1855,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1856,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1857,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1858,13.1.1 (Legal hunting of carnivore),Negative,Not explained,Unknown,
1601,4.1.2 (Vehicle collisions),Negative,Speculated,Unknown,
1331,4.1.2 (Vehicle collisions),Negative,Speculated,Unknown,
1332,4.1.2 (Vehicle collisions),Negative,Speculated,Unknown,
1596,4.1.2 (Vehicle collisions),Negative,Speculated,Unknown,
1598,4.1.2 (Vehicle collisions),Negative,Speculated,Unknown,
1600,4.1.2 (Vehicle collisions),Negative,Speculated,Unknown,
1599,4.1.2 (Vehicle collisions),Negative,Speculated,Unknown,
1597,4.1.2 (Vehicle collisions),Negative,Speculated,Unknown,
1595,4.1.2 (Vehicle collisions),Negative,Speculated,Unknown,
1594,4.1.2 (Vehicle collisions),Negative,Speculated,Unknown,
1334,4.1.2 (Vehicle collisions),Negative,Speculated,Unknown,
1333,4.1.2 (Vehicle collisions),Negative,Speculated,Unknown,
1599,13.1.1 (Legal hunting of carnivore),Negative,Speculated,Unknown,
1598,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1331,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1601,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1332,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1333,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1600,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1334,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1594,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1595,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1597,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1596,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1599,14.1.2 (Indirect effect from illegal hunting/poaching),Negative,Speculated,Unknown,
1600,13.1.2 (Indirect effect from legal hunting),Negative,Speculated,Unknown,
1598,14.1.2 (Indirect effect from illegal hunting/poaching),Negative,Speculated,Unknown,
1601,14.1.2 (Indirect effect from illegal hunting/poaching),Negative,Speculated,Unknown,
1334,14.1.2 (Indirect effect from illegal hunting/poaching),Negative,Speculated,Unknown,
1597,14.1.2 (Indirect effect from illegal hunting/poaching),Negative,Speculated,Unknown,
1594,14.1.2 (Indirect effect from illegal hunting/poaching),Negative,Speculated,Unknown,
1333,14.1.2 (Indirect effect from illegal hunting/poaching),Negative,Speculated,Unknown,
1596,14.1.2 (Indirect effect from illegal hunting/poaching),Negative,Speculated,Unknown,
1595,14.1.2 (Indirect effect from illegal hunting/poaching),Negative,Speculated,Unknown,
1332,14.1.2 (Indirect effect from illegal hunting/poaching),Negative,Speculated,Unknown,
1331,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1332,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1333,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1333,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1581,0.2 (General fragmentation),Negative,Speculated,Unknown,
1581,15.5.2 (Low connectivity - Inbreeding possible),Negative,Speculated,Unknown,
1594,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1595,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1596,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1598,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1597,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1599,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1600,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1601,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1605,2.1 (Habitat altered for farming),Negative,Speculated,Unknown,
1605,1.1 (Habitat urbanised),Negative,Speculated,Unknown,
1605,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1605,15.1.6 (Low prey availability),Negative,Speculated,Unknown,
1605,14.1.3 (Illegal persecution/control of carnivore),Negative,Speculated,Unknown,
1605,8.7 (Population effected by general disease),Negative,Speculated,Unknown,
1607,2.1 (Habitat altered for farming),Negative,Speculated,Unknown,
1607,1.1 (Habitat urbanised),Negative,Speculated,Unknown,
1607,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1607,15.1.6 (Low prey availability),Negative,Speculated,Unknown,
1607,14.1.3 (Illegal persecution/control of carnivore),Negative,Speculated,Unknown,
1607,15.5.7 (Unspecified genetic threat),Negative,Speculated,Unknown,
1608,15.1.6 (Low prey availability),Negative,Speculated,Unknown,
1608,14.1.3 (Illegal persecution/control of carnivore),Negative,Speculated,Unknown,
1608,8.7 (Population effected by general disease),Negative,Speculated,Unknown,Canine distemper
1608,15.1.5 (High competition - no reason),Negative,Speculated,Unknown,
1608,6.4.1 (Increased human activity/disturbance),Negative,Speculated,Unknown,
1609,15.1.6 (Low prey availability),Negative,Speculated,Unknown,
1609,14.1.3 (Illegal persecution/control of carnivore),Negative,Speculated,Unknown,
1609,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1610,14.1.3 (Illegal persecution/control of carnivore),Negative,Speculated,Unknown,
1610,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1610,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1611,14.1.3 (Illegal persecution/control of carnivore),Negative,Speculated,Unknown,HWC
1611,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1611,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1612,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1612,15.1.6 (Low prey availability),Negative,Speculated,Unknown,
1612,14.1.3 (Illegal persecution/control of carnivore),Negative,Speculated,Unknown,HWC
1612,0.2 (General fragmentation),Negative,Speculated,Unknown,
1613,14.1.3 (Illegal persecution/control of carnivore),Negative,Speculated,Unknown,HWC
1613,15.1.6 (Low prey availability),Negative,Speculated,Unknown,
1613,0.2 (General fragmentation),Negative,Speculated,Unknown,
1613,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1614,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1614,13.4 (Indirect effect of fishing),Negative,Speculated,Unknown,
1615,14.1.3 (Illegal persecution/control of carnivore),Negative,Speculated,Unknown,HWC
1615,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1615,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1616,14.1.3 (Illegal persecution/control of carnivore),Negative,Speculated,Unknown,HWC
1616,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1616,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1616,8.7 (Population effected by general disease),Negative,Speculated,Unknown,Rabies/ParoVirus
1617,14.1.3 (Illegal persecution/control of carnivore),Negative,Speculated,Unknown,HWC
1617,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1617,15.1.6 (Low prey availability),Negative,Speculated,Unknown,
1618,14.1.3 (Illegal persecution/control of carnivore),Negative,Speculated,Unknown,HWC
1618,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1618,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1619,14.1.3 (Illegal persecution/control of carnivore),Negative,Speculated,Unknown,HWC
1619,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1620,14.1.3 (Illegal persecution/control of carnivore),Negative,Speculated,Unknown,HWC
1620,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1620,15.1.6 (Low prey availability),Negative,Speculated,Unknown,
1620,8.7 (Population effected by general disease),Negative,Speculated,Unknown,Rabies/Distemper
1620,11.4 (Population/Habitat effected by storms/flooding),Negative,Speculated,Unknown,
1621,14.1.3 (Illegal persecution/control of carnivore),Negative,Speculated,Unknown,
1621,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1622,14.1.3 (Illegal persecution/control of carnivore),Negative,Speculated,Unknown,HWC
1622,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1622,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1622,8.7 (Population effected by general disease),Negative,Speculated,Unknown,
1623,14.1.3 (Illegal persecution/control of carnivore),Negative,Speculated,Unknown,HWC
1623,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1623,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1623,15.1.6 (Low prey availability),Negative,Speculated,Unknown,
1624,14.1.3 (Illegal persecution/control of carnivore),Negative,Speculated,Unknown,HWC
1624,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1628,0.2 (General fragmentation),Negative,Speculated,Unknown,
1628,14.1 (General illegal hunting/poaching),Negative,Speculated,Unknown,
1628,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1628,6.4.1 (Increased human activity/disturbance),Negative,Speculated,Unknown,
1629,0.2 (General fragmentation),Negative,Speculated,Unknown,
1629,14.1 (General illegal hunting/poaching),Negative,Speculated,Unknown,
1629,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1629,6.4.1 (Increased human activity/disturbance),Negative,Speculated,Unknown,
1630,0.2 (General fragmentation),Negative,Speculated,Unknown,
1630,14.1 (General illegal hunting/poaching),Negative,Speculated,Unknown,
1630,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1630,6.4.1 (Increased human activity/disturbance),Negative,Speculated,Unknown,
1631,0.2 (General fragmentation),Negative,Speculated,Unknown,
1631,14.1 (General illegal hunting/poaching),Negative,Speculated,Unknown,
1631,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1631,6.4.1 (Increased human activity/disturbance),Negative,Speculated,Unknown,
1632,0.2 (General fragmentation),Negative,Speculated,Unknown,
1632,14.1 (General illegal hunting/poaching),Negative,Speculated,Unknown,
1632,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1632,6.4.1 (Increased human activity/disturbance),Negative,Speculated,Unknown,
1633,0.2 (General fragmentation),Negative,Speculated,Unknown,
1633,14.1 (General illegal hunting/poaching),Negative,Speculated,Unknown,
1633,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1633,6.4.1 (Increased human activity/disturbance),Negative,Speculated,Unknown,
1634,0.2 (General fragmentation),Negative,Speculated,Unknown,
1634,14.1 (General illegal hunting/poaching),Negative,Speculated,Unknown,
1634,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1634,6.4.1 (Increased human activity/disturbance),Negative,Speculated,Unknown,
1635,0.2 (General fragmentation),Negative,Speculated,Unknown,
1635,14.1 (General illegal hunting/poaching),Negative,Speculated,Unknown,
1635,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1635,6.4.1 (Increased human activity/disturbance),Negative,Speculated,Unknown,
1636,0.2 (General fragmentation),Negative,Speculated,Unknown,Now extinct
1636,14.1 (General illegal hunting/poaching),Negative,Speculated,Unknown,Now extinct
1636,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,Now extinct
1636,6.4.1 (Increased human activity/disturbance),Negative,Speculated,Unknown,Now extinct
1637,0.2 (General fragmentation),Negative,Speculated,Unknown,
1637,14.1 (General illegal hunting/poaching),Negative,Speculated,Unknown,
1637,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1637,6.4.1 (Increased human activity/disturbance),Negative,Speculated,Unknown,
1638,0.2 (General fragmentation),Negative,Speculated,Unknown,
1638,14.1 (General illegal hunting/poaching),Negative,Speculated,Unknown,
1638,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1638,6.4.1 (Increased human activity/disturbance),Negative,Speculated,Unknown,
1639,0.2 (General fragmentation),Negative,Speculated,Unknown,
1639,14.1 (General illegal hunting/poaching),Negative,Speculated,Unknown,
1639,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1639,6.4.1 (Increased human activity/disturbance),Negative,Speculated,Unknown,
1640,0.2 (General fragmentation),Negative,Speculated,Unknown,Now extinct
1640,14.1 (General illegal hunting/poaching),Negative,Speculated,Unknown,Now extinct
1640,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,Now extinct
1640,6.4.1 (Increased human activity/disturbance),Negative,Speculated,Unknown,Now extinct
1641,0.2 (General fragmentation),Negative,Speculated,Unknown,Now extinct
1641,14.1 (General illegal hunting/poaching),Negative,Speculated,Unknown,Now extinct
1641,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,Now extinct
1641,6.4.1 (Increased human activity/disturbance),Negative,Speculated,Unknown,Now extinct
1642,0.2 (General fragmentation),Negative,Speculated,Unknown,
1642,14.1 (General illegal hunting/poaching),Negative,Speculated,Unknown,
1642,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1642,6.4.1 (Increased human activity/disturbance),Negative,Speculated,Unknown,
1643,0.2 (General fragmentation),Negative,Speculated,Unknown,
1643,14.1 (General illegal hunting/poaching),Negative,Speculated,Unknown,
1643,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1643,6.4.1 (Increased human activity/disturbance),Negative,Speculated,Unknown,
1644,0.2 (General fragmentation),Negative,Speculated,Unknown,
1644,14.1 (General illegal hunting/poaching),Negative,Speculated,Unknown,
1644,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1644,6.4.1 (Increased human activity/disturbance),Negative,Speculated,Unknown,
1628,11.1 (Habitat shifts from climate change),Negative,Speculated,Unknown,
1629,11.1 (Habitat shifts from climate change),Negative,Speculated,Unknown,
1630,11.1 (Habitat shifts from climate change),Negative,Speculated,Unknown,
1631,11.1 (Habitat shifts from climate change),Negative,Speculated,Unknown,
1632,11.1 (Habitat shifts from climate change),Negative,Speculated,Unknown,
1633,11.1 (Habitat shifts from climate change),Negative,Speculated,Unknown,
1634,11.1 (Habitat shifts from climate change),Negative,Speculated,Unknown,
1635,11.1 (Habitat shifts from climate change),Negative,Speculated,Unknown,
1636,11.1 (Habitat shifts from climate change),Negative,Speculated,Unknown,Now extinct
1637,11.1 (Habitat shifts from climate change),Negative,Speculated,Unknown,
1638,11.1 (Habitat shifts from climate change),Negative,Speculated,Unknown,
1639,11.1 (Habitat shifts from climate change),Negative,Speculated,Unknown,
1640,11.1 (Habitat shifts from climate change),Negative,Speculated,Unknown,Now extinct
1641,11.1 (Habitat shifts from climate change),Negative,Speculated,Unknown,Now extinct
1642,11.1 (Habitat shifts from climate change),Negative,Speculated,Unknown,
1643,11.1 (Habitat shifts from climate change),Negative,Speculated,Unknown,
1644,11.1 (Habitat shifts from climate change),Negative,Speculated,Unknown,
1058,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1058,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1058,15.5.1 (Low connectivity in population),Negative,Speculated,Unknown,
1058,6.4.1 (Increased human activity/disturbance),Negative,Speculated,Unknown,
1058,7.1 (System altered by excess fire),Negative,Speculated,Unknown,
1059,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1059,14.1.3 (Illegal persecution/control of carnivore),Negative,Speculated,Unknown,
1059,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1059,15.5.1 (Low connectivity in population),Negative,Speculated,Unknown,
1059,6.4.1 (Increased human activity/disturbance),Negative,Speculated,Unknown,
1059,7.1 (System altered by excess fire),Negative,Speculated,Unknown,
1060,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1060,14.1.3 (Illegal persecution/control of carnivore),Negative,Speculated,Unknown,
1060,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1060,15.5.1 (Low connectivity in population),Negative,Speculated,Unknown,
1060,6.4.1 (Increased human activity/disturbance),Negative,Speculated,Unknown,
1060,7.1 (System altered by excess fire),Negative,Speculated,Unknown,
1061,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1061,14.1.3 (Illegal persecution/control of carnivore),Negative,Speculated,Unknown,
1061,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1061,15.5.1 (Low connectivity in population),Negative,Speculated,Unknown,
1061,6.4.1 (Increased human activity/disturbance),Negative,Speculated,Unknown,
1061,7.1 (System altered by excess fire),Negative,Speculated,Unknown,
1062,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1062,14.1.3 (Illegal persecution/control of carnivore),Negative,Speculated,Unknown,
1062,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1062,15.5.1 (Low connectivity in population),Negative,Speculated,Unknown,
1062,6.4.1 (Increased human activity/disturbance),Negative,Speculated,Unknown,
1062,7.1 (System altered by excess fire),Negative,Speculated,Unknown,
1063,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1063,14.1.3 (Illegal persecution/control of carnivore),Negative,Speculated,Unknown,
1063,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1063,15.5.1 (Low connectivity in population),Negative,Speculated,Unknown,
1063,6.4.1 (Increased human activity/disturbance),Negative,Speculated,Unknown,
1063,7.1 (System altered by excess fire),Negative,Speculated,Unknown,
1064,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1064,14.1.3 (Illegal persecution/control of carnivore),Negative,Speculated,Unknown,
1064,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1064,15.5.1 (Low connectivity in population),Negative,Speculated,Unknown,
1064,6.4.1 (Increased human activity/disturbance),Negative,Speculated,Unknown,
1064,7.1 (System altered by excess fire),Negative,Speculated,Unknown,
1355,8.7 (Population effected by general disease),Negative,Speculated,Unknown,
1355,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1356,8.7 (Population effected by general disease),Negative,Speculated,Unknown,
1356,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1276,13.1.1 (Legal hunting of carnivore),Negative,Speculated,Unknown,
1388,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1388,0.2 (General fragmentation),Negative,Speculated,Unknown,
1388,6.4.1 (Increased human activity/disturbance),Negative,Speculated,Unknown,
1391,15.1.5 (High competition - no reason),Negative,Speculated,Unknown,
1402,15.1.5 (High competition - no reason),Negative,Speculated,Unknown,
1402,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1403,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1392,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1392,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1392,6.4.1 (Increased human activity/disturbance),Negative,Speculated,Unknown,
1393,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1393,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1393,6.4.1 (Increased human activity/disturbance),Negative,Speculated,Unknown,
1394,15.1.3 (High competition - within guild),Negative,Speculated,Unknown,
1395,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1395,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1395,6.4.1 (Increased human activity/disturbance),Negative,Speculated,Unknown,
1404,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1404,15.1.3 (High competition - within guild),Negative,Speculated,Unknown,
1405,15.1.3 (High competition - within guild),Negative,Speculated,Unknown,
1396,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1396,15.1.3 (High competition - within guild),Negative,Speculated,Unknown,
1397,14.1.1 (Illegal hunting of carnivore/poaching),Negative,Speculated,Unknown,
1397,0.1 (habitat altered - not targeted restoration),Negative,Speculated,Unknown,
1397,6.4.1 (Increased human activity/disturbance),Negative,Speculated,Unknown,
1671,15.5.7 (Unspecified genetic threat),Negative,Speculated,Unknown,hybridisation with feral cats
1749,11.4 (Population/Habitat effected by storms/flooding),Negative,Speculated,Unknown,
1856,14.1.3 (Illegal persecution/control of carnivore),Negative,Speculated,Unknown,HWC
1868,14.1.3 (Illegal persecution/control of carnivore),Negative,Speculated,Unknown,HWC
1872,14.1.3 (Illegal persecution/control of carnivore),Negative,Speculated,Unknown,HWC
1873,14.1.3 (Illegal persecution/control of carnivore),Negative,Speculated,Unknown,HWC
1058,1.1 (Protected area),Positive,Not explained,Unknown,
1059,1.1 (Protected area),Positive,Not explained,Unknown,
1060,1.1 (Protected area),Positive,Not explained,Unknown,
1061,1.1 (Protected area),Positive,Not explained,Unknown,
1062,1.1 (Protected area),Positive,Not explained,Unknown,
1063,1.1 (Protected area),Positive,Not explained,Unknown,
1064,1.1 (Protected area),Positive,Not explained,Unknown,
1068,1.1 (Protected area),Positive,Not explained,Unknown,
1072,1.1 (Protected area),Positive,Not explained,Unknown,
1073,1.1 (Protected area),Positive,Not explained,Unknown,
1074,1.1 (Protected area),Positive,Not explained,Unknown,
1075,1.1 (Protected area),Positive,Not explained,Unknown,
1076,1.1 (Protected area),Positive,Not explained,Unknown,
1077,1.1 (Protected area),Positive,Not explained,Unknown,
1078,1.1 (Protected area),Positive,Not explained,Unknown,
1079,1.1 (Protected area),Positive,Not explained,Unknown,
1080,1.1 (Protected area),Positive,Not explained,Unknown,
1081,1.1 (Protected area),Positive,Not explained,Unknown,
1082,1.1 (Protected area),Positive,Not explained,Unknown,
1083,1.1 (Protected area),Positive,Not explained,Unknown,
1084,1.1 (Protected area),Positive,Not explained,Unknown,
1085,1.1 (Protected area),Positive,Not explained,Unknown,
1086,1.1 (Protected area),Positive,Not explained,Unknown,
1087,1.1 (Protected area),Positive,Not explained,Unknown,
1088,1.1 (Protected area),Positive,Not explained,Unknown,
1089,1.1 (Protected area),Positive,Not explained,Unknown,
1090,1.1 (Protected area),Positive,Not explained,Unknown,
1091,1.1 (Protected area),Positive,Not explained,Unknown,
1092,1.1 (Protected area),Positive,Not explained,Unknown,
1093,1.1 (Protected area),Positive,Not explained,Unknown,
1094,1.1 (Protected area),Positive,Not explained,Unknown,
1096,1.1 (Protected area),Positive,Not explained,Unknown,
1097,1.1 (Protected area),Positive,Not explained,Unknown,
1098,1.1 (Protected area),Positive,Not explained,Unknown,
1099,1.1 (Protected area),Positive,Not explained,Unknown,
1100,1.1 (Protected area),Positive,Not explained,Unknown,
1101,1.1 (Protected area),Positive,Not explained,Unknown,
1102,1.1 (Protected area),Positive,Not explained,Unknown,
1103,1.1 (Protected area),Positive,Not explained,Unknown,
1105,1.1 (Protected area),Positive,Not explained,Unknown,
1106,1.1 (Protected area),Positive,Not explained,Unknown,
1107,1.1 (Protected area),Positive,Not explained,Unknown,
1108,1.1 (Protected area),Positive,Not explained,Unknown,
1109,1.1 (Protected area),Positive,Not explained,Unknown,
1110,1.1 (Protected area),Positive,Not explained,Unknown,
1111,1.1 (Protected area),Positive,Not explained,Unknown,
1112,1.1 (Protected area),Positive,Not explained,Unknown,
1113,1.1 (Protected area),Positive,Not explained,Unknown,
1114,1.1 (Protected area),Positive,Not explained,Unknown,
1115,1.1 (Protected area),Positive,Not explained,Unknown,
1116,1.1 (Protected area),Positive,Not explained,Unknown,
1117,1.1 (Protected area),Positive,Not explained,Unknown,
1118,1.1 (Protected area),Positive,Not explained,Unknown,
1119,1.1 (Protected area),Positive,Not explained,Unknown,
1122,1.1 (Protected area),Positive,Not explained,Unknown,
1141,1.1 (Protected area),Positive,Not explained,Unknown,
1142,1.1 (Protected area),Positive,Not explained,Unknown,
1143,1.1 (Protected area),Positive,Not explained,Unknown,
1144,1.1 (Protected area),Positive,Not explained,Unknown,
1145,1.1 (Protected area),Positive,Not explained,Unknown,
1146,1.1 (Protected area),Positive,Not explained,Unknown,
1275,1.1 (Protected area),Positive,Not explained,Unknown,
1277,1.1 (Protected area),Positive,Not explained,Unknown,
1387,1.1 (Protected area),Positive,Not explained,Unknown,
1388,1.1 (Protected area),Positive,Not explained,Unknown,
1660,1.1 (Protected area),Positive,Not explained,Unknown,
1661,1.1 (Protected area),Positive,Not explained,Unknown,
1662,1.1 (Protected area),Positive,Not explained,Unknown,
1663,1.1 (Protected area),Positive,Not explained,Unknown,
1664,1.1 (Protected area),Positive,Not explained,Unknown,
1665,1.1 (Protected area),Positive,Not explained,Unknown,
2306,1.1 (Protected area),Positive,Not explained,Unknown,
2324,1.1 (Protected area),Positive,Not explained,Unknown,
1400,15.1.2 (Low competition - no reason),Positive,Speculated,Unknown,
1401,15.1.2 (Low competition - no reason),Positive,Speculated,Unknown,
1834,3.1 (Species managed),Positive,Not explained,Unknown,
1854,3.1 (Species managed),Positive,Not explained,Unknown,
1873,3.1 (Species managed),Positive,Not explained,Unknown,
1174,3.1.1 (Harvest managed),Positive,Speculated,Unknown,
1175,3.1.1 (Harvest managed),Positive,Speculated,Unknown,
1423,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1424,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1425,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1426,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1427,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1428,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1445,3.1.1 (Harvest managed),Positive,Speculated,Unknown,
1820,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1821,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1822,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1823,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1824,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1825,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1826,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1827,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
1828,3.1.1 (Harvest managed),Positive,Not explained,Unknown,
